y,d,x1,x2,z,cluster
1.45199944574066,0.934987506692935,0.510708846658466,0.966672110271622,1.16804010675814,1
0.702956210027702,0.881385212447277,0.820672529027736,0.882098186061102,0.657901879119095,2
-0.425509582144919,-0.0738310024554057,1.03760503720931,0.750400025012497,-0.162022802926926,3
-1.07225243140932,-0.631593970477217,1.13159359402063,0.578184591787051,-0.667538743932564,4
-0.228663996214889,-0.023192876480371,1.08915388128423,0.374197660138612,-0.50677086911696,5
1.16448306767785,1.04043136908695,0.915064306960692,0.148864785991877,0.174120129728113,6
1.75765586599467,1.23270682899551,0.631730942128918,-0.0862562205901035,0.923435828155735,7
0.736476394815155,0.236710026212405,0.27616893952402,-0.319082495401069,1.13069611847404,8
-0.533303003138548,-0.850000339307358,-0.104991184455665,-0.537641019952947,0.638417747440483,9
-1.12290789690345,-0.826492185655863,-0.461796722694657,-0.730697790003594,0.191438980970141,10
-0.453115529490131,0.178096297044422,-0.747713871992918,-0.888348123140118,-0.394049436009119,11
0.309371053151763,0.887442575544601,-0.925904612825461,-1.00253702220642,-0.899595251552836,12
1.10373398526693,0.44320950849546,-0.974190084892152,-1.06748219479639,-1.22634618937829,1
0.869466013879763,-0.56181788956223,-0.888028960565865,-1.07997745550608,-1.12416513269091,2
0.175505232091976,-0.834713700567216,-0.681107990597272,-1.03956053715371,-0.558870775313252,3
-0.320950916995411,0.0192916340306654,-0.383465085821975,-0.948536477959752,0.579422426604614,4
-0.605022563186014,1.0183834772379,-0.037399262874819,-0.811855357647598,1.21900486020817,5
-0.436508622802311,1.02099903250913,0.308278679503897,-0.636850825994749,1.1264591070551,6
0.0238857274438516,0.118737791252603,0.604876315238915,-0.432853198551255,0.52080528923652,7
0.65450168300579,-0.515147740977899,0.810432928223325,-0.2106974999339,-0.212690094415338,8
1.19157363579701,-0.101916561736215,0.895420669401416,0.0178476325981974,-0.585162008708991,9
1.36113175491831,0.799758099739752,0.846761643184041,0.240700105047242,-0.435323648016049,10
0.388505882791169,1.01408867367404,0.669616980016921,0.446100918539509,-0.00870158821905925,11
-0.78008469199574,0.160949171056467,0.386705522361835,0.623233590650785,0.374864494730784,12
-1.13576703907057,-0.943311163681619,0.035244128585564,0.762793822474127,0.568641843975139,1
-0.426039242153425,-1.2177483287115,-0.33807647337404,0.857479408688608,0.561980905072644,2
0.50345631434506,-0.470143924395472,-0.683400444837974,0.902374589027138,0.335279190327242,3
0.718525595079997,0.319873848654591,-0.954446475077739,0.895208599576491,-0.195052143472806,4
-0.330065772390451,-0.0101831371080839,-1.11476621948377,0.836474808438799,-1.02723897815677,5
-2.00384503454756,-1.22136717146757,-1.14267455369032,0.729404163460469,-1.75630256575912,6
-2.69640937893133,-1.66254652045609,-1.03418439144084,0.579794353244394,-1.63395246138066,7
-1.16457421038057,-0.619606787886762,-0.803548854321714,0.39570368235942,-0.562962166973594,8
0.679710668411798,0.572551251769751,-0.481337382575816,0.187025787290046,0.462761406425954,9
1.64711820543215,0.739836090640556,-0.110306113467571,-0.0350324040604513,1.05834212268749,10
1.11666971928639,0.130876543114938,0.260378642275131,-0.258541970144612,1.10410115545545,11
-0.0144057194272653,-0.545646013544122,0.581782125312051,-0.471481403626437,0.404665524084534,12
-0.186250732293362,-0.212254840643781,0.811809281105238,-0.662370974554969,0.000706653390868575,1
0.220016323883696,1.15321621679345,0.920885139884709,-0.820878632722551,-0.306003437864183,2
0.767615465623047,1.62924626315061,0.895938815734535,-0.938365531668274,-0.244893029883758,3
1.01294796279557,0.853605662832916,0.742152136878553,-1.00834243641975,-0.0794223854501473,4
0.619466256806388,-0.14911928918092,0.482236485489186,-1.02681297027708,0.137700154249032,5
0.233095479907069,-0.631765994963293,0.15333598716361,-0.992485615554717,0.624663422495503,6
0.122377977511024,0.284596706900124,-0.198023533964756,-0.906843295335395,1.08144661956996,7
-0.132399911421145,0.964464308421047,-0.522255912022053,-0.774066863912865,0.848164357948852,8
-0.433228675849661,0.508753291148033,-0.773450448318381,-0.600816527671387,-0.0552400696049703,9
-0.632401277731837,-0.569048983252013,-0.915610215458162,-0.39588270044511,-1.10035756894354,10
-0.408340570534713,-1.41566325154422,-0.927548235211479,-0.16972467384844,-1.72483743877961,11
0.310523065058852,-0.621092120299268,-0.805778563367597,0.0660786084935659,-1.39326810273648,12
0.999181127287182,0.290947699937825,-0.565010702411723,0.299436754638666,-0.547452541526232,1
0.765847938156097,0.770653864350894,-0.236180152325924,0.518383081521968,0.394142919313379,2
-0.589739310525977,-0.22544792606137,0.137718603611468,0.71170328158007,0.810401494550639,3
-1.53932462330554,-0.885891124042675,0.50743293348401,0.869524496451913,0.89573347457706,4
-1.11449103395289,-0.783013362069823,0.824101816902278,0.983833780492662,0.694881990687558,5
0.477635704813019,0.53331518547184,1.04585471449892,1.04889865548153,0.41935053508583,6
1.56429323415185,1.04380736794834,1.14346659285939,1.06156761425492,-0.15150982645549,7
1.3064469115454,0.67195255934188,1.10430386831644,1.02143475348319,-0.497906714217057,8
-0.0583168308746475,-0.662112414523751,0.93402731979212,0.930859871445972,-0.478230382366602,9
-0.91920146361827,-0.834157997279922,0.655821573837371,0.794842978581855,-0.0981289768336537,10
-0.749685539876846,-0.220921234079441,0.3072555000978,0.62075983589605,0.675455202002159,11
-0.0196816420745221,0.770524104648866,-0.0648015318129793,0.417972455190406,1.16115248186035,12
0.963520259039217,0.561866186765325,-0.410519485664998,0.197335080071073,0.844491881299449,1
0.796411876943277,-0.604983818858672,-0.683845560403682,-0.0293783290210987,-0.118100575119146,2
0.168553194025079,-1.16235870395457,-0.848728293859665,-0.250094948817045,-0.956322080460577,3
-0.756368191438774,-0.80667211566344,-0.883985573044406,-0.453079583929436,-1.51058632104941,4
-0.84221041288481,0.526979210021107,-0.78615782630649,-0.627553268898457,-1.05035218938423,5
-0.765306981861365,0.99988860619689,-0.569960396868391,-0.764261398874629,-0.384760632248138,6
-0.308208872663477,0.20816474502476,-0.266274062859588,-0.855961464961582,0.117025217363955,7
0.401022610452983,-0.461804176787089,0.0820541069744825,-0.897804704986217,0.653550877218323,8
1.11489487142137,-0.388767297951687,0.42603099077802,-0.887591568196024,1.04356288980604,9
1.60119384390615,0.672175292662697,0.717170747557922,-0.825887538810696,1.14472703908244,10
1.20205822743838,1.65462454367139,0.914080479984107,-0.71599321842586,0.81610004506481,11
-0.107374150834682,1.11601428654162,0.988086605423011,-0.563770243607049,0.0425625615900563,12
-0.378782100763974,-0.163703794933615,0.92714014173017,-0.377332208327836,-0.629676748981096,1
-0.0236680994088239,-0.576934576272757,0.737472050132677,-0.166616871275656,-0.62788273927299,2
0.84537542426934,0.00949089276127515,0.442774295314582,0.057137819013472,-0.0145534784315061,3
1.34139775598201,0.676239101174769,0.0810171675416684,0.28198628205215,0.67556057343045,4
0.493140105671576,0.544905030363044,-0.300666661775505,0.49590523459702,0.903641961044839,5
-1.13292012781876,-0.525065787738614,-0.652339211908681,0.687427810665647,0.509624695023853,6
-2.5419763414393,-1.56467507152181,-0.927995259490986,0.846248470697109,-0.224146151297151,7
-2.11681947738036,-1.42274419279214,-1.09176968581643,0.963766836172002,-0.974783213214728,8
-0.336782135497703,-0.306585050142049,-1.12277420203884,1.0335418021959,-1.39672782924964,9
0.878874653067197,0.349101332559803,-1.01790903514122,1.05163200554805,-1.199668024871,10
0.643222922080316,-0.26813329618019,-0.792269212877337,1.01680471065372,-0.983294755999175,11
-0.454300822309378,-1.28434372789768,-0.477090619145927,0.930602105645193,-0.434359236601905,12
-1.02773390873488,-1.26777643226693,-0.115513943365721,0.797261510166002,0.359122838634117,1
-0.465971310743825,-0.0395581309887152,0.243260044786171,0.62349369034407,1.08607188342056,2
0.100464409664271,1.11068306845662,0.550632768590935,0.418130949202834,1.20061846625711,3
0.68195505977911,1.00110316503991,0.765185919596577,0.191663519123778,0.758996563139324,4
0.5101807781769,-0.0424757870652641,0.858285017510514,-0.0443113343905779,-0.299910391055293,5
0.398171477402174,-0.633500692217378,0.817950065892979,-0.277698491297902,-0.87787068171046,6
0.288687847398016,-0.0252805270168248,0.650469487632782,-0.496540362125494,-0.607391492026587,7
0.31635542256897,1.00852882324172,0.379538992278919,-0.689645023636129,0.0653769206737864,8
-0.00480709163203652,1.15392409744053,0.0430420466645563,-0.847174030916403,0.617277373855692,9
-0.15030067268712,0.176772993253532,-0.312092152772893,-0.961158955474465,0.742123844730844,10
-0.239455501027586,-0.792643642529993,-0.636257079224725,-1.02591945268763,0.472398733621028,11
0.270502604604297,-0.643454760095883,-0.883901510833589,-1.03836084802708,0.0267574115463613,12
1.21445292112435,0.363211271722928,-1.01971494636806,-0.998135576770631,-0.460890992299101,1
1.14944683119841,0.924542200475002,-1.02342838921705,-0.907659982207003,-0.958334781182441,2
-0.145273938485444,0.300888958315667,-0.892580474129162,-0.771985594998844,-1.31526366142668,3
-1.53763618875836,-0.769497810265191,-0.642874278658792,-0.598531680205276,-1.2000142089767,4
-1.58910546572708,-0.966404291704373,-0.306076240357945,-0.396693144837831,-0.416483487654575,5
-0.203602503813749,-0.00275499222918478,0.0742587417751165,-0.17734446293035,0.696357737269862,6
1.38678605910928,1.01273195589787,0.448657730757673,0.0477342487673342,1.38774686747653,7
